	Fret_1	Fret_2	Fret_3	Fret_4	Fret_5	Fret_6	Fret_7	Fret_8	Fret_9	Fret_10	Fret_11	Fret_12	Fret_13	Fret_14	Fret_15	Fret_16	Fret_17	Fret_18	Fret_19	Fret_20	Fret_21	Fret_22	Fret_23	Fret_24	Fret_25	Fret_26	Fret_27	Fret_28	Fret_29	Fret_30	Fret_31	Fret_32	Fret_33	Fret_34	Fret_35	Fret_36	Fret_37	Fret_38	Fret_39
0																																							
1																																							
2	0.6688267666666666	0.2921229	0.6595465333333334	0.2996352	0.5396211000000001	0.2209317666666667	0.8224053000000001	0.5187209	0.6097414333333333	0.3451183666666667	0.43219813333333335	0.5520246333333333	0.5736536666666666	0.4661591333333333	0.5307740666666666	0.4370700333333333	0.3773165666666667	0.41873356666666667	0.5702975333333332	0.3805217000000001	0.6179638333333334	0.6189568333333334	0.7425823333333333	0.3964568333333333	0.8545095000000001	0.6322482333333334	0.5415685666666666	0.3518251333333334	0.32593063333333333	0.4749453666666667	0.3236094	0.5414563666666666	0.5664165333333333	0.29043833333333335	0.1429709	0.7155350666666668	0.7005402666666667	0.7120030666666666	0.5416344
3	0.6013485333333334	0.2743081333333333	0.6424759333333334	0.3992849333333333	0.4764084333333334	0.30886813333333335	0.8338624666666666	0.5353264666666666	0.6066292666666667	0.3636359333333334	0.4252336333333333	0.5796235666666667	0.5836417666666667	0.5005183333333333	0.4666434	0.45314619999999994	0.3713918333333333	0.4234366666666667	0.5891117	0.3625581666666667	0.6438883	0.6043194333333334	0.7357375	0.3159559	0.9123931666666666	0.6371833000000001	0.5260254666666667	0.3208206333333334	0.3439201	0.46536523333333335	0.3071534	0.5043968333333333	0.5965441	0.30832326666666665	0.15377266666666664	0.7112395333333333	0.7349836333333334	0.7104374333333333	0.5369055666666667
4	0.5738928666666666	0.3221836666666667	0.7256433666666667	0.39458299999999996	0.46459306666666667	0.4500914	0.8977525333333333	0.5430293666666667	0.6040956000000001	0.3857699333333333	0.5216964666666667	0.6266877333333333	0.5794735333333333	0.5245654	0.4560207	0.4043425666666667	0.3711309333333333	0.4151569	0.5701029666666667	0.38422889999999993	0.6350347666666666	0.5904848666666668	0.7107584666666668	0.27932673333333335	0.8896555333333334	0.6210613	0.5369397	0.31150890000000003	0.34514680000000003	0.44470933333333335	0.3252081	0.5198618666666667	0.6737079666666667	0.3345187	0.15360703333333334	0.6952870666666667	0.7150491333333333	0.6945257666666667	0.559314
5	0.4510411333333333	0.35994790000000004	0.6704678999999999	0.3813129333333333	0.4786388	0.5583490333333333	0.859773	0.5451534000000001	0.6805593333333334	0.41426746666666664	0.6023295666666667	0.6730764333333333	0.5758035	0.4927405666666666	0.4485386	0.4088062666666666	0.3566802666666667	0.40582746666666664	0.5868460666666667	0.4247935666666667	0.6580737666666666	0.5883184666666667	0.7597962333333333	0.27410533333333337	0.9131923333333333	0.5790229333333333	0.5377671	0.3488459666666666	0.3097909	0.5000815666666667	0.34771246666666666	0.48143226666666666	0.6663439999999999	0.3691254	0.14103976333333332	0.6700976	0.6771476666666668	0.6946697666666667	0.5005320333333333
6	0.41610150000000007	0.34945033333333336	0.6891646333333333	0.3595808333333334	0.5182601666666666	0.4982412	0.8160978666666666	0.5475047333333334	0.7843884	0.3616571	0.6089055333333333	0.7131472333333333	0.5649336666666667	0.41833726666666665	0.5304559000000001	0.44313430000000004	0.3686932	0.4001903	0.5613032666666667	0.4976709666666667	0.6400191999999999	0.6178099	0.7470590666666667	0.26176456666666664	0.9181485333333333	0.6548725666666666	0.5429961333333333	0.3916154666666667	0.32724859999999995	0.5225290666666668	0.33457620000000005	0.5036772333333334	0.6628852	0.35581923333333326	0.15734149666666666	0.6665789666666666	0.5952693666666666	0.6625847	0.4868868
7	0.4100751	0.32863223333333336	0.6212855333333334	0.3924772	0.46816646666666667	0.37530519999999995	0.8354443333333333	0.5419013	0.8174310666666665	0.34405806666666666	0.5073620333333333	0.7183014666666666	0.5814520999999999	0.41235013333333326	0.5401596666666667	0.48641796666666665	0.3257941	0.41247306666666667	0.5944418	0.5323304	0.6557499333333333	0.6051074666666666	0.7723246	0.34173006666666667	0.9239008666666666	0.6703065	0.5505882333333333	0.4369148333333333	0.3244269	0.5096387666666667	0.2819178	0.4894795333333333	0.6408976333333333	0.3508845666666667	0.18770993000000002	0.6920464666666666	0.5246882666666667	0.6794824333333332	0.48062660000000007
8	0.4881609333333334	0.27602316666666665	0.6345722666666667	0.4399465666666667	0.4751426	0.23692563333333336	0.8460321666666667	0.5511177333333334	0.7264617333333332	0.29087843333333335	0.49378796666666663	0.7221911	0.5713301333333333	0.4506435	0.5481663666666666	0.4743271666666667	0.3502796666666666	0.4141162666666667	0.566545	0.5706348333333332	0.65917	0.5771004	0.7193329333333334	0.30787746666666665	0.8965428333333333	0.5883357333333333	0.5496282333333333	0.48346186666666674	0.35997266666666666	0.4764564666666667	0.24549100000000001	0.5210472666666667	0.6309049666666667	0.30320196666666666	0.2168928	0.6941602666666666	0.5151389333333333	0.7096998	0.4831108
9	0.43050533333333335	0.2542298	0.5988496666666667	0.33849043333333334	0.45898616666666664	0.26990993333333335	0.8296679333333334	0.5290999666666667	0.6045769666666666	0.3321400333333333	0.5214997	0.7193515000000001	0.5684525666666667	0.48417156666666666	0.5459752333333333	0.48118106666666655	0.3783611333333334	0.3952451666666666	0.5789817	0.6227480666666666	0.6588520666666667	0.5519025333333333	0.6924581	0.35257943333333336	0.9162441666666666	0.5564895	0.5592769333333334	0.48858973333333333	0.345731	0.5107653	0.2565594666666667	0.5010259	0.5962922	0.28235393333333336	0.17081390333333335	0.6903888	0.4989778333333333	0.7112786	0.4394125
