Time (s)	Fret_1	Idl_1	Donor_1	Acceptor_1
1.985000e+01	2.029423e-01	0	4.087458e+02	1.040726e+02	
1.990000e+01	2.057528e-01	0	4.317190e+02	1.118385e+02	
1.995000e+01	1.897314e-01	0	4.160598e+02	9.742403e+01	
20	-2.453264e-02	0	4.558621e+02	-1.091571e+01	
2.005000e+01	-3.657396e-03	0	5.082267e+02	-1.852013e+00	
2.010000e+01	2.591430e-02	0	4.944922e+02	1.315533e+01	
2.015000e+01	-1.559107e-03	0	5.340305e+02	-8.313143e-01	
2.020000e+01	1.573182e-02	0	4.783643e+02	7.645827e+00	
2.025000e+01	-1.618835e-03	0	4.900540e+02	-7.920341e-01	
2.030000e+01	-2.714614e-02	0	4.824221e+02	-1.274979e+01	
2.035000e+01	2.201901e-02	0	5.090915e+02	1.146208e+01	
2.040000e+01	-1.065452e-02	0	5.365955e+02	-5.656897e+00	
2.045000e+01	-2.867767e-02	0	4.544315e+02	-1.266873e+01	
2.050000e+01	-2.415380e-02	0	5.257370e+02	-1.239906e+01	
2.055000e+01	1.216603e-02	0	4.980183e+02	6.133526e+00	
2.060000e+01	-2.501236e-02	0	5.117133e+02	-1.248683e+01	
2.065000e+01	2.770185e-02	0	4.748427e+02	1.352879e+01	
2.070000e+01	-3.147898e-04	0	4.948508e+02	-1.557249e-01	
2.075000e+01	-2.219915e-03	0	5.120898e+02	-1.134278e+00	
2.080000e+01	1.077988e-03	0	5.235364e+02	5.649749e-01	
2.085000e+01	2.027112e-02	0	4.874554e+02	1.008572e+01	
2.090000e+01	-2.257316e-02	0	5.027365e+02	-1.109784e+01	
2.095000e+01	-3.758572e-04	0	5.014289e+02	-1.883948e-01	
21	3.194677e-02	0	4.804764e+02	1.585622e+01	
2.105000e+01	9.072134e-03	0	4.946980e+02	4.529055e+00	
2.110000e+01	1.405768e-03	0	4.993581e+02	7.029697e-01	
2.115000e+01	3.574004e-03	0	4.875043e+02	1.748592e+00	
2.120000e+01	-2.780279e-02	0	4.832756e+02	-1.307295e+01	
2.125000e+01	-3.088137e-03	0	5.037224e+02	-1.550775e+00	
2.130000e+01	1.526416e-02	0	5.075319e+02	7.867130e+00	
2.135000e+01	3.366842e-02	0	5.087338e+02	1.772504e+01	
2.140000e+01	-9.895760e-03	0	5.271392e+02	-5.165329e+00	
2.145000e+01	-1.696759e-02	0	4.989995e+02	-8.325553e+00	
2.150000e+01	-1.548699e-02	0	5.215840e+02	-7.954573e+00	
2.155000e+01	-1.128783e-05	0	5.081508e+02	-5.735857e-03	
2.160000e+01	2.502131e-02	0	4.867397e+02	1.249142e+01	
2.165000e+01	7.681017e-03	0	5.483282e+02	4.244319e+00	
2.170000e+01	1.488115e-02	0	4.986083e+02	7.531950e+00	
2.175000e+01	-3.095272e-02	0	4.869628e+02	-1.462029e+01	
2.180000e+01	-4.622191e-03	0	5.242314e+02	-2.411949e+00	
2.185000e+01	2.700301e-02	0	4.595956e+02	1.275489e+01	
2.190000e+01	-1.268739e-02	0	5.221099e+02	-6.541218e+00	
2.195000e+01	3.144182e-03	0	5.519144e+02	1.740793e+00	
22	-2.355240e-02	0	5.147458e+02	-1.184453e+01	
2.205000e+01	-3.124648e-02	0	5.006036e+02	-1.516815e+01	
2.210000e+01	2.500867e-04	0	5.236733e+02	1.309965e-01	
2.215000e+01	-5.789211e-03	0	5.211194e+02	-2.999506e+00	
2.220000e+01	4.071541e-02	0	4.676623e+02	1.984923e+01	
2.225000e+01	1.050474e-02	0	5.013307e+02	5.322257e+00	
2.230000e+01	-5.784623e-03	0	4.986788e+02	-2.868078e+00	
2.235000e+01	-1.314876e-02	0	5.182380e+02	-6.725750e+00	
2.240000e+01	4.927699e-03	0	4.647614e+02	2.301546e+00	
2.245000e+01	2.518250e-03	0	4.852370e+02	1.225033e+00	
2.250000e+01	2.962283e-02	0	4.952914e+02	1.511982e+01	
2.255000e+01	3.286196e-02	0	5.131490e+02	1.743606e+01	
2.260000e+01	8.443764e-03	0	4.698897e+02	4.001426e+00	
2.265000e+01	2.686310e-02	0	4.702535e+02	1.298118e+01	
2.270000e+01	-9.077727e-03	0	5.145533e+02	-4.628954e+00	
2.275000e+01	1.930109e-02	0	4.899814e+02	9.643301e+00	
2.280000e+01	-4.541070e-03	0	4.866951e+02	-2.200125e+00	
2.285000e+01	-3.278232e-02	0	5.220583e+02	-1.657104e+01	
2.290000e+01	-1.451435e-02	0	4.869559e+02	-6.966733e+00	
2.295000e+01	2.004785e-02	0	4.907031e+02	1.003880e+01	
23	2.103136e-02	0	4.685116e+02	1.006512e+01	
2.305000e+01	9.692668e-03	0	5.203724e+02	5.093164e+00	
2.310000e+01	-2.470659e-02	0	4.719248e+02	-1.137853e+01	
2.315000e+01	1.636426e-02	0	5.543237e+02	9.222008e+00	
2.320000e+01	-1.011029e-02	0	4.725487e+02	-4.729787e+00	
2.325000e+01	4.175320e-03	0	5.148190e+02	2.158547e+00	
2.330000e+01	-2.041295e-02	0	4.841596e+02	-9.685417e+00	
2.335000e+01	9.447701e-03	0	4.971914e+02	4.742118e+00	
2.340000e+01	1.560426e-02	0	5.294061e+02	8.391940e+00	
2.345000e+01	6.257087e-03	0	5.216084e+02	3.284299e+00	
2.350000e+01	7.650422e-03	0	4.763950e+02	3.672720e+00	
2.355000e+01	3.237164e-02	0	5.277210e+02	1.765470e+01	
2.360000e+01	-1.261216e-03	0	5.021096e+02	-6.324711e-01	
2.365000e+01	-2.521634e-02	0	5.099544e+02	-1.254290e+01	
2.370000e+01	1.142721e-02	0	4.526564e+02	5.232393e+00	
2.375000e+01	3.270990e-02	0	5.418937e+02	1.832469e+01	
2.380000e+01	2.739661e-02	0	5.262512e+02	1.482362e+01	
2.385000e+01	4.453930e-02	0	5.069101e+02	2.362987e+01	
2.390000e+01	-9.606077e-03	0	5.095816e+02	-4.848505e+00	
2.395000e+01	-2.304368e-02	0	4.777207e+02	-1.076048e+01	
24	9.307151e-03	0	5.111319e+02	4.801873e+00	
2.405000e+01	1.513506e-02	0	4.844200e+02	7.444399e+00	
2.410000e+01	-3.639843e-02	0	5.003629e+02	-1.757280e+01	
2.415000e+01	7.853529e-03	0	5.453493e+02	4.316819e+00	
2.420000e+01	1.415297e-02	0	5.413871e+02	7.772236e+00	
2.425000e+01	1.390585e-02	0	4.743607e+02	6.689410e+00	
2.430000e+01	6.819373e-03	0	5.360511e+02	3.680632e+00	
2.435000e+01	-4.350742e-03	0	5.005392e+02	-2.168283e+00	
2.440000e+01	2.128154e-02	0	4.801038e+02	1.043952e+01	
2.445000e+01	-1.086194e-02	0	4.997646e+02	-5.370081e+00	
2.450000e+01	1.111446e-02	0	4.918271e+02	5.527832e+00	
2.455000e+01	-4.579414e-03	0	5.198812e+02	-2.369898e+00	
2.460000e+01	-4.953707e-03	0	5.140899e+02	-2.534097e+00	
2.465000e+01	-8.697531e-03	0	5.278119e+02	-4.551077e+00	
2.470000e+01	-2.074098e-02	0	5.257283e+02	-1.068255e+01	
2.475000e+01	2.392583e-02	0	4.400192e+02	1.078588e+01	
2.480000e+01	-1.797863e-02	0	5.367216e+02	-9.479095e+00	
2.485000e+01	-1.353918e-02	0	5.347104e+02	-7.142832e+00	
2.490000e+01	-3.894691e-02	0	4.615908e+02	-1.730361e+01	
2.495000e+01	-1.911685e-02	0	4.733061e+02	-8.878397e+00	
25	-1.198494e-02	0	5.078423e+02	-6.014378e+00	
2.505000e+01	9.683782e-03	0	4.869529e+02	4.761657e+00	
2.510000e+01	-8.932837e-03	0	5.057981e+02	-4.478209e+00	
2.515000e+01	3.921018e-02	0	4.478730e+02	1.827786e+01	
2.520000e+01	1.470191e-02	0	4.884066e+02	7.287654e+00	
2.525000e+01	-3.499571e-02	0	4.815233e+02	-1.628147e+01	
2.530000e+01	2.695701e-02	0	5.271537e+02	1.460417e+01	
2.535000e+01	-3.024283e-02	0	5.139000e+02	-1.508556e+01	
2.540000e+01	8.968383e-03	0	4.872113e+02	4.409040e+00	
2.545000e+01	8.810753e-03	0	4.902759e+02	4.358098e+00	
2.550000e+01	2.232813e-02	0	4.808847e+02	1.098248e+01	
2.555000e+01	-1.054105e-02	0	4.862579e+02	-5.072200e+00	
2.560000e+01	-2.689417e-02	0	4.633833e+02	-1.213592e+01	
2.565000e+01	-1.308899e-02	0	5.162461e+02	-6.669840e+00	
2.570000e+01	-2.260278e-03	0	4.789225e+02	-1.080057e+00	
2.575000e+01	-1.670177e-02	0	4.961250e+02	-8.150048e+00	
2.580000e+01	-4.535489e-03	0	4.679888e+02	-2.112975e+00	
2.585000e+01	-5.102902e-02	0	5.341115e+02	-2.593191e+01	
2.590000e+01	1.903681e-03	0	4.844742e+02	9.240437e-01	
2.595000e+01	-2.151421e-02	0	4.984909e+02	-1.049877e+01	
26	1.358954e-03	0	5.006427e+02	6.812763e-01	
2.605000e+01	-2.690350e-02	0	5.433622e+02	-1.423536e+01	
2.610000e+01	-6.143243e-03	0	5.440391e+02	-3.321758e+00	
2.615000e+01	1.087724e-02	0	5.151274e+02	5.664784e+00	
2.620000e+01	1.826854e-02	0	4.871880e+02	9.065834e+00	
2.625000e+01	-3.042808e-02	0	5.013806e+02	-1.480555e+01	
2.630000e+01	-1.584654e-02	0	5.431029e+02	-8.472051e+00	
2.635000e+01	9.850804e-03	0	4.922506e+02	4.897306e+00	
2.640000e+01	-1.026130e-02	0	4.880638e+02	-4.957302e+00	
2.645000e+01	-2.922813e-03	0	4.857050e+02	-1.415488e+00	
2.650000e+01	2.878948e-02	0	5.311823e+02	1.574577e+01	
2.655000e+01	-1.082586e-02	0	5.228392e+02	-5.599565e+00	
2.660000e+01	-8.822369e-03	0	5.155115e+02	-4.508259e+00	
2.665000e+01	2.419907e-02	0	5.563961e+02	1.379817e+01	
2.670000e+01	-2.851938e-02	0	5.055848e+02	-1.401915e+01	
2.675000e+01	-2.880966e-02	0	5.440363e+02	-1.523460e+01	
2.680000e+01	8.547755e-04	0	5.406052e+02	4.624914e-01	
2.685000e+01	3.576259e-02	0	4.602536e+02	1.707034e+01	
2.690000e+01	-3.588625e-02	0	5.198460e+02	-1.800905e+01	
2.695000e+01	-4.006321e-03	0	4.806809e+02	-1.918077e+00	
27	2.375708e-02	0	4.943073e+02	1.202907e+01	
2.705000e+01	4.637986e-02	0	4.999901e+02	2.431730e+01	
2.710000e+01	-1.435681e-02	0	5.051067e+02	-7.149082e+00	
2.715000e+01	-4.048237e-03	0	4.955659e+02	-1.998079e+00	
2.720000e+01	2.376321e-02	0	5.330723e+02	1.297586e+01	
2.725000e+01	-4.798200e-03	0	5.296572e+02	-2.529265e+00	
2.730000e+01	7.805219e-03	0	4.576093e+02	3.599838e+00	
2.735000e+01	-1.502534e-02	0	5.021665e+02	-7.433532e+00	
2.740000e+01	-9.131120e-03	0	4.995374e+02	-4.520063e+00	
2.745000e+01	-5.719551e-03	0	4.808004e+02	-2.734323e+00	
2.750000e+01	1.691667e-03	0	5.217930e+02	8.841957e-01	
2.755000e+01	-6.063821e-03	0	5.212342e+02	-3.141620e+00	
2.760000e+01	1.119270e-02	0	4.960697e+02	5.615207e+00	
2.765000e+01	-1.794973e-03	0	4.701787e+02	-8.424458e-01	
2.770000e+01	-4.546207e-03	0	4.853537e+02	-2.196533e+00	
2.775000e+01	-1.228491e-02	0	4.798087e+02	-5.822873e+00	
2.780000e+01	3.761759e-02	0	4.954678e+02	1.936684e+01	
2.785000e+01	-4.025023e-02	0	5.055951e+02	-1.956291e+01	
2.790000e+01	-9.219077e-04	0	5.317626e+02	-4.897845e-01	
2.795000e+01	1.558774e-02	0	4.949251e+02	7.836925e+00	
28	5.915074e-03	0	4.846591e+02	2.883853e+00	
2.805000e+01	-2.652344e-02	0	5.395781e+02	-1.394168e+01	
2.810000e+01	-6.071268e-03	0	4.736551e+02	-2.858333e+00	
2.815000e+01	-2.321026e-02	0	5.095627e+02	-1.155880e+01	
2.820000e+01	3.952292e-02	0	5.091787e+02	2.095233e+01	
2.825000e+01	4.107683e-02	0	4.849760e+02	2.077463e+01	
2.830000e+01	-2.376609e-03	0	5.112440e+02	-1.212146e+00	
2.835000e+01	7.469426e-03	0	5.477168e+02	4.121919e+00	
2.840000e+01	-1.326927e-02	0	5.294696e+02	-6.933670e+00	
2.845000e+01	1.112252e-02	0	5.069302e+02	5.701761e+00	
2.850000e+01	-1.526273e-02	0	5.111949e+02	-7.684937e+00	
2.855000e+01	3.174961e-02	0	4.937817e+02	1.619145e+01	
2.860000e+01	-7.172022e-03	0	4.951446e+02	-3.525900e+00	
2.865000e+01	3.647313e-02	0	5.384481e+02	2.038229e+01	
2.870000e+01	3.808276e-02	0	5.345559e+02	2.116332e+01	
2.875000e+01	1.606758e-02	0	4.976839e+02	8.127160e+00	
2.880000e+01	1.585691e-03	0	4.890789e+02	7.767599e-01	
2.885000e+01	1.159596e-02	0	5.353494e+02	6.280719e+00	
2.890000e+01	-1.291448e-02	0	4.873638e+02	-6.213801e+00	
2.895000e+01	-4.517481e-02	0	5.040488e+02	-2.178612e+01	
29	-7.550133e-04	0	5.179772e+02	-3.907846e-01	
2.905000e+01	-1.298562e-02	0	4.867434e+02	-6.239638e+00	
2.910000e+01	3.045357e-02	0	4.773600e+02	1.499393e+01	
2.915000e+01	1.204800e-03	0	4.735724e+02	5.712480e-01	
2.920000e+01	2.216752e-02	0	5.071828e+02	1.149786e+01	
2.925000e+01	9.987032e-03	0	4.487704e+02	4.527096e+00	
2.930000e+01	1.416774e-03	0	4.906180e+02	6.960810e-01	
2.935000e+01	-7.104576e-02	0	5.096229e+02	-3.380485e+01	
2.940000e+01	-3.843150e-02	0	5.016705e+02	-1.856642e+01	
2.945000e+01	7.920575e-03	0	5.389762e+02	4.303084e+00	
2.950000e+01	3.079196e-02	0	5.273033e+02	1.675255e+01	
2.955000e+01	1.277663e-02	0	4.946519e+02	6.401777e+00	
2.960000e+01	1.762530e-02	0	5.114003e+02	9.175303e+00	
2.965000e+01	-1.650204e-02	0	4.833649e+02	-7.847015e+00	
2.970000e+01	2.759892e-03	0	4.698668e+02	1.300370e+00	
2.975000e+01	1.054216e-03	0	4.780574e+02	5.045074e-01	
2.980000e+01	9.323852e-03	0	4.850284e+02	4.564896e+00	
2.985000e+01	1.617445e-04	0	4.756103e+02	7.693981e-02	
2.990000e+01	-1.096275e-02	0	5.079529e+02	-5.508173e+00	
2.995000e+01	-5.686340e-02	0	5.124195e+02	-2.757018e+01	
30	0	0	1.435129e+01	-3.448626e+01	
3.005000e+01	0	0	2.796960e+00	-1.687524e-01	
3.010000e+01	0	0	-1.827931e+00	-1.452711e+01	
3.015000e+01	0	0	7.448111e+00	1.902318e+01	
3.020000e+01	0	0	-1.526444e+01	-7.053831e+00	
3.025000e+01	0	0	1.081226e+01	-2.224497e+00	
3.030000e+01	0	0	-9.552952e-01	-1.066246e+01	
3.035000e+01	0	0	9.149627e+00	6.342839e+00	
3.040000e+01	0	0	2.775907e+00	-2.905335e+00	
3.045000e+01	0	0	3.118466e+00	-6.512907e+00	
3.050000e+01	0	0	4.660680e+00	9.369569e+00	
3.055000e+01	0	0	-1.425318e+01	1.774778e+01	
3.060000e+01	0	0	1.082547e+00	-3.055770e+00	
3.065000e+01	0	0	-1.212965e+01	-5.342084e+00	
3.070000e+01	0	0	3.851089e+00	-6.997789e+00	
3.075000e+01	0	0	1.215153e+01	1.953827e+01	
3.080000e+01	0	0	6.741732e+00	-1.248859e+01	
3.085000e+01	0	0	-1.366790e+00	3.685165e+00	
3.090000e+01	0	0	-9.304846e+00	-8.911602e+00	
3.095000e+01	0	0	-1.530562e+01	-5.235992e+00	
31	0	0	2.127964e+00	1.787568e+01	
3.105000e+01	0	0	1.980045e+01	-2.605413e+01	
3.110000e+01	0	0	2.586381e+00	1.456236e+01	
3.115000e+01	0	0	3.521490e-01	-1.757306e+00	
3.120000e+01	0	0	7.918761e+00	-1.864833e+01	
3.125000e+01	0	0	-2.301166e+00	8.677216e+00	
3.130000e+01	0	0	6.942570e+00	2.158659e+01	
3.135000e+01	0	0	-1.902095e+00	1.350859e+00	
3.140000e+01	0	0	1.102978e+01	-6.172780e-01	
3.145000e+01	0	0	-3.089386e+00	-9.734749e+00	
3.150000e+01	0	0	-6.920920e+00	-5.592111e+00	
3.155000e+01	0	0	2.269699e+01	1.912777e+00	
3.160000e+01	0	0	-8.407833e+00	1.772213e+01	
3.165000e+01	0	0	-4.312442e-01	-3.231652e+00	
3.170000e+01	0	0	4.012150e+00	1.251909e+01	
3.175000e+01	0	0	-1.748488e+00	1.465166e+01	
3.180000e+01	0	0	6.561491e-01	1.043023e+01	
3.185000e+01	0	0	-9.082267e-01	-4.098970e-01	
3.190000e+01	0	0	-2.729872e+01	1.440165e+01	
3.195000e+01	0	0	-6.003973e+00	-2.413070e+01	
32	0	0	-1.757839e+00	-4.861342e+00	
3.205000e+01	0	0	-8.686706e+00	-8.621576e+00	
3.210000e+01	0	0	6.541284e+00	3.039446e+00	
3.215000e+01	0	0	-1.821809e+01	-2.886324e+00	
3.220000e+01	0	0	-4.517597e+00	-9.529372e+00	
3.225000e+01	0	0	-7.126626e+00	3.124545e+01	
3.230000e+01	0	0	9.164437e+00	7.497838e+00	
3.235000e+01	0	0	8.029987e+00	-8.060329e+00	
3.240000e+01	0	0	3.929144e+00	1.451827e+01	
3.245000e+01	0	0	2.014231e+00	4.442875e+00	
3.250000e+01	0	0	-1.088163e+01	-2.126785e+00	
3.255000e+01	0	0	3.459861e+00	-1.154436e+01	
3.260000e+01	0	0	6.333048e+00	-1.274921e+01	
3.265000e+01	0	0	1.057724e+01	-1.522792e+01	
3.270000e+01	0	0	-2.788957e+00	8.399586e+00	
3.275000e+01	0	0	1.493838e+01	-1.072965e+01	
3.280000e+01	0	0	1.506802e+01	-3.791061e+00	
3.285000e+01	0	0	1.104041e+01	1.107461e+01	
3.290000e+01	0	0	-8.899350e+00	1.001546e+01	
3.295000e+01	0	0	5.026339e+00	-2.347264e+00	
33	0	0	-1.442814e+01	4.529634e+00	
3.305000e+01	0	0	6.359973e+00	2.527195e+01	
3.310000e+01	0	0	2.108698e+00	4.586171e+00	
3.315000e+01	0	0	-3.379545e+00	1.332745e+01	
3.320000e+01	0	0	-7.673951e+00	-1.691306e+01	
3.325000e+01	0	0	-5.840000e+00	5.250647e+00	
3.330000e+01	0	0	-2.031951e+01	1.155918e+01	
3.335000e+01	0	0	-1.547390e+01	-1.192519e+01	
3.340000e+01	0	0	-1.410941e+01	-1.667866e+01	
3.345000e+01	0	0	-6.807278e+00	-1.894042e+01	
3.350000e+01	0	0	4.209934e+00	-1.287388e+01	
3.355000e+01	0	0	-2.179704e+01	1.703463e+01	
3.360000e+01	0	0	-5.722992e-01	1.584532e+01	
3.365000e+01	0	0	-1.777089e+01	-1.561259e+00	
3.370000e+01	0	0	4.270869e-01	-1.522168e+01	
3.375000e+01	0	0	1.876046e+00	-6.452720e+00	
3.380000e+01	0	0	6.834840e+00	-2.037101e+01	
3.385000e+01	0	0	-1.372693e+00	-1.905551e+01	
3.390000e+01	0	0	3.385119e+00	9.960289e+00	
3.395000e+01	0	0	1.038707e+01	-1.777289e+00	
34	0	0	5.033282e+00	7.868953e-01	
3.405000e+01	0	0	6.970209e+00	-1.082168e+01	
3.410000e+01	0	0	-1.053061e+01	7.285295e+00	
3.415000e+01	0	0	2.527410e+00	8.141057e+00	
3.420000e+01	0	0	-2.911481e-01	-3.334306e+00	
3.425000e+01	0	0	-1.476418e+01	-1.999392e+00	
3.430000e+01	0	0	1.766189e+01	-3.562283e+00	
3.435000e+01	0	0	-1.200228e+01	6.705911e-01	
3.440000e+01	0	0	-1.256259e+00	-1.155944e+01	
3.445000e+01	0	0	1.962013e+01	-2.596718e+00	
3.450000e+01	0	0	4.766335e+00	-3.101760e+01	
3.455000e+01	0	0	-3.312375e+00	1.299770e+01	
3.460000e+01	0	0	1.126804e+01	-4.726678e+00	
3.465000e+01	0	0	1.781196e+01	1.037417e+01	
3.470000e+01	0	0	-3.141662e+00	-8.137905e+00	
3.475000e+01	0	0	1.710623e+01	-1.818113e+01	
3.480000e+01	0	0	1.070681e+01	7.736654e+00	
3.485000e+01	0	0	1.646709e+01	1.551962e+01	
3.490000e+01	0	0	1.341626e+01	-1.032060e+01	
3.495000e+01	0	0	3.960835e+00	-1.448577e+00	
35	0	0	-1.427689e+01	-1.210483e+01	
3.505000e+01	0	0	1.057129e+01	-2.987792e+01	
3.510000e+01	0	0	7.032166e+00	-8.522495e+00	
3.515000e+01	0	0	-9.148308e+00	2.857123e+01	
3.520000e+01	0	0	5.834284e+00	-1.610558e+00	
3.525000e+01	0	0	-1.414455e+00	-7.850442e+00	
3.530000e+01	0	0	6.126272e+00	6.397629e+00	
3.535000e+01	0	0	1.695922e+00	-2.604330e+00	
3.540000e+01	0	0	1.609564e+01	7.585560e+00	
3.545000e+01	0	0	-1.797967e+01	1.085815e+01	
3.550000e+01	0	0	9.289692e+00	9.604920e+00	
3.555000e+01	0	0	5.556760e+00	1.704691e+01	
3.560000e+01	0	0	-2.631634e+00	1.253211e+01	
3.565000e+01	0	0	-1.297054e+01	-1.612863e+01	
3.570000e+01	0	0	7.808680e+00	3.381397e-02	
3.575000e+01	0	0	-1.693106e+01	-4.932867e+00	
3.580000e+01	0	0	1.109016e+01	1.591038e+01	
3.585000e+01	0	0	6.651324e+00	2.882459e+00	
3.590000e+01	0	0	-1.685628e+01	7.625750e+00	
3.595000e+01	0	0	1.366510e+00	-1.990670e+01	
36	0	0	7.648221e+00	4.104520e+00	
3.605000e+01	0	0	-1.367576e+00	-3.091363e+00	
3.610000e+01	0	0	-1.286751e+01	-3.099127e+00	
3.615000e+01	0	0	1.146762e+01	-1.457618e+01	
3.620000e+01	0	0	1.577212e+01	7.362771e+00	
3.625000e+01	0	0	-3.323370e+00	2.962896e+01	
3.630000e+01	0	0	5.770758e+00	1.628908e+01	
3.635000e+01	0	0	6.171903e+00	3.737462e+00	
3.640000e+01	0	0	2.469362e+01	-4.088757e+00	
3.645000e+01	0	0	1.030784e+01	-1.208494e+01	
3.650000e+01	0	0	-2.555511e+00	-1.249415e+01	
3.655000e+01	0	0	2.479519e-01	4.799181e-01	
3.660000e+01	0	0	2.544158e+00	-4.433807e-01	
3.665000e+01	0	0	1.991167e+01	-1.988793e+01	
3.670000e+01	0	0	1.550771e+01	-1.883005e+00	
3.675000e+01	0	0	1.260548e+01	-1.861463e+01	
3.680000e+01	0	0	4.002936e+00	1.180342e+01	
3.685000e+01	0	0	1.241951e+01	-1.529546e+00	
3.690000e+01	0	0	-2.243173e+01	1.287070e+01	
3.695000e+01	0	0	-1.059313e+01	1.837381e+00	
37	0	0	3.377680e+00	1.131756e+01	
3.705000e+01	0	0	4.761332e-01	4.456603e+00	
3.710000e+01	0	0	1.340905e+01	-8.818882e-01	
3.715000e+01	0	0	-9.205456e-01	3.076261e+00	
3.720000e+01	0	0	2.511399e+01	2.201423e+01	
3.725000e+01	0	0	-1.683492e+01	-3.478162e+01	
3.730000e+01	0	0	5.060174e+00	-1.624089e+01	
3.735000e+01	0	0	5.197623e+00	-6.609024e+00	
3.740000e+01	0	0	3.748990e-01	7.865095e+00	
3.745000e+01	0	0	5.114507e+00	1.040847e+01	
3.750000e+01	0	0	1.883806e+01	-2.593537e+01	
3.755000e+01	0	0	-4.862012e+00	9.661798e+00	
3.760000e+01	0	0	-1.657417e+01	-1.098543e+01	
3.765000e+01	0	0	8.483695e+00	4.842267e+00	
3.770000e+01	0	0	-7.883529e+00	-2.213929e+00	
3.775000e+01	0	0	6.626523e+00	-9.835145e+00	
3.780000e+01	0	0	3.519038e+00	-2.071432e+00	
3.785000e+01	0	0	1.250323e+01	1.323710e+01	
3.790000e+01	0	0	3.018933e+00	-1.009853e+01	
3.795000e+01	0	0	1.398698e+01	1.196150e+01	
38	0	0	9.117555e+00	2.571461e+00	
3.805000e+01	0	0	-1.062307e+01	2.312489e+00	
3.810000e+01	0	0	1.513576e+01	3.781522e+00	
3.815000e+01	0	0	-8.970101e+00	-6.216376e+00	
3.820000e+01	0	0	1.041963e+01	-5.838130e-01	
3.825000e+01	0	0	4.175368e+00	-2.655399e+00	
3.830000e+01	0	0	-3.560360e+00	-9.260701e+00	
3.835000e+01	0	0	-3.705980e+00	-1.284025e+01	
3.840000e+01	0	0	-1.215324e+01	3.924373e+00	
3.845000e+01	0	0	-6.885932e+00	6.325074e+00	
3.850000e+01	0	0	-3.577253e+00	-8.081349e+00	
3.855000e+01	0	0	5.346817e+00	-7.457292e+00	
3.860000e+01	0	0	2.647678e+01	-3.097380e-01	
3.865000e+01	0	0	-1.496896e+01	-6.156652e+00	
3.870000e+01	0	0	2.208551e+01	1.227466e+01	
3.875000e+01	0	0	1.780862e+01	-4.896543e-01	
3.880000e+01	0	0	3.071509e+00	-1.396589e+01	
3.885000e+01	0	0	-1.905387e+01	1.427314e+01	
3.890000e+01	0	0	3.940366e+00	-1.581060e+01	
3.895000e+01	0	0	-1.133944e+01	-3.993100e+00	
39	0	0	1.582588e+00	8.796897e+00	
3.905000e+01	0	0	-1.781916e+01	8.123500e+00	
3.910000e+01	0	0	-1.693851e+01	-1.320246e+01	
3.915000e+01	0	0	-1.618461e+01	1.740697e+00	
3.920000e+01	0	0	-1.355170e+01	-2.585096e+00	
3.925000e+01	0	0	-2.583502e+00	-8.095235e+00	
3.930000e+01	0	0	1.184081e+01	-5.318900e-01	
3.935000e+01	0	0	2.264046e+01	6.573852e+00	
3.940000e+01	0	0	-5.437001e+00	2.039987e+01	
3.945000e+01	0	0	1.560412e+01	-8.370556e+00	
3.950000e+01	0	0	7.259947e+00	5.569029e+00	
3.955000e+01	0	0	-1.872622e+01	-3.599109e+00	
3.960000e+01	0	0	5.103582e-01	-2.030648e+01	
3.965000e+01	0	0	-4.974556e+00	-1.265488e+01	
3.970000e+01	0	0	-2.072028e+01	4.095208e-01	
3.975000e+01	0	0	-7.229169e+00	2.654191e+00	
3.980000e+01	0	0	-6.410920e+00	1.239984e+01	
3.985000e+01	0	0	1.517415e+00	1.091094e+01	
3.990000e+01	0	0	-2.640439e+00	-8.091568e+00	
3.995000e+01	0	0	-1.392619e+01	-6.159995e+00	
40	0	0	-8.052112e-01	-4.768307e+00	
4.005000e+01	0	0	-2.717613e+00	-3.980148e+00	
4.010000e+01	0	0	-6.018124e-01	-5.233029e-01	
4.015000e+01	0	0	5.936759e+00	-4.172301e-02	
4.020000e+01	0	0	-1.654317e+01	-3.775360e+00	
4.025000e+01	0	0	-1.141264e+01	-4.961056e+00	
4.030000e+01	0	0	1.624876e+01	1.104512e+01	
4.035000e+01	0	0	7.609276e+00	1.762131e-01	
4.040000e+01	0	0	2.966823e+00	1.153668e+01	
4.045000e+01	0	0	1.396612e+00	6.837107e-01	
4.050000e+01	0	0	-1.857487e+00	-1.164952e+01	
4.055000e+01	0	0	1.100482e+01	9.807356e+00	
4.060000e+01	0	0	-8.314267e+00	-1.708603e+01	
4.065000e+01	0	0	-8.138659e+00	2.513957e+01	
4.070000e+01	0	0	2.648015e+00	-1.022820e+01	
4.075000e+01	0	0	2.803808e+00	6.723118e+00	
4.080000e+01	0	0	3.312915e+00	7.706811e-01	
4.085000e+01	0	0	-6.442977e+00	7.705108e+00	
4.090000e+01	0	0	-1.001356e+01	-1.109851e-01	
4.095000e+01	0	0	8.324349e+00	-9.786880e+00	
41	0	0	1.112267e+01	-2.658591e+00	
4.105000e+01	0	0	8.280545e+00	-7.660890e+00	
4.110000e+01	0	0	1.166434e+01	-7.155494e+00	
4.115000e+01	0	0	-1.052153e+01	2.991827e+00	
4.120000e+01	0	0	-4.562174e+00	7.750908e+00	
4.125000e+01	0	0	-1.758744e+00	4.303290e+00	
