Time (s)	Fret_1	Idl_1	Donor_1	Acceptor_1	Fret_2	Idl_2	Donor_2	Acceptor_2	Fret_3	Idl_3	Donor_3	Acceptor_3	Fret_4	Idl_4	Donor_4	Acceptor_4	Fret_5	Idl_5	Donor_5	Acceptor_5	Fret_6	Idl_6	Donor_6	Acceptor_6	Fret_7	Idl_7	Donor_7	Acceptor_7	Fret_8	Idl_8	Donor_8	Acceptor_8	Fret_9	Idl_9	Donor_9	Acceptor_9	Fret_10	Idl_10	Donor_10	Acceptor_10	Fret_11	Idl_11	Donor_11	Acceptor_11	Fret_12	Idl_12	Donor_12	Acceptor_12	Fret_13	Idl_13	Donor_13	Acceptor_13	Fret_14	Idl_14	Donor_14	Acceptor_14	Fret_15	Idl_15	Donor_15	Acceptor_15	Fret_16	Idl_16	Donor_16	Acceptor_16	Fret_17	Idl_17	Donor_17	Acceptor_17	Fret_18	Idl_18	Donor_18	Acceptor_18	Fret_19	Idl_19	Donor_19	Acceptor_19	Fret_20	Idl_20	Donor_20	Acceptor_20	Fret_21	Idl_21	Donor_21	Acceptor_21	Fret_22	Idl_22	Donor_22	Acceptor_22	Fret_23	Idl_23	Donor_23	Acceptor_23	Fret_24	Idl_24	Donor_24	Acceptor_24	Fret_25	Idl_25	Donor_25	Acceptor_25	Fret_26	Idl_26	Donor_26	Acceptor_26
2.230000e+01	2.971793e-01	0	2.090128e+02	8.837858e+01	5.357156e-01	0	8.141623e+01	9.394232e+01	3.044338e-01	0	2.158707e+02	9.448180e+01	3.547495e-01	0	2.520287e+02	1.385618e+02	7.537703e-02	0	3.974180e+02	3.239827e+01	0	0	-1.938459e+01	2.389389e+00	4.988109e-01	0	1.574597e+02	1.567126e+02	4.989548e-01	0	1.199476e+02	1.194471e+02	3.655241e-01	0	2.958600e+02	1.704461e+02	4.166194e-01	0	2.676471e+02	1.911394e+02	0	0	8.013005e+00	2.321945e+01	4.743017e-01	0	1.346340e+02	1.214711e+02	2.845848e-01	0	2.140264e+02	8.513750e+01	-6.239772e-02	0	2.698117e+02	-1.584683e+01	2.018750e-01	0	3.890798e+02	9.841251e+01	2.390573e-01	0	1.851194e+02	5.815701e+01	5.661797e-01	0	1.969666e+02	2.570615e+02	0	0	-1.788002e+01	-1.068404e+01	-8.942371e-02	0	3.493011e+02	-2.867186e+01	5.743947e-01	0	1.811541e+02	2.444847e+02	4.724042e-01	0	1.256504e+02	1.125061e+02	4.244472e-01	0	2.281644e+02	1.682622e+02	0	0	-1.515240e+01	-3.639570e+01	3.398060e-01	0	2.460833e+02	1.266606e+02	-8.456873e-02	0	5.129295e+02	-3.999543e+01	2.878549e-01	0	2.191953e+02	8.860054e+01	
2.235000e+01	5.041596e-01	0	1.820520e+02	1.851065e+02	4.540127e-01	0	1.407299e+02	1.170232e+02	2.967661e-01	0	2.742040e+02	1.157146e+02	2.689653e-01	0	3.093817e+02	1.138290e+02	1.080753e-01	0	3.493788e+02	4.233455e+01	0	0	4.238012e+01	-6.184141e+00	5.271270e-01	0	1.545185e+02	1.722469e+02	4.654299e-01	0	1.326927e+02	1.155305e+02	4.349357e-01	0	2.654679e+02	2.043333e+02	2.744070e-01	0	2.362745e+02	8.935503e+01	0	0	1.438555e+01	1.023170e+01	4.586005e-01	0	1.326732e+02	1.123828e+02	1.658372e-01	0	1.919676e+02	3.816445e+01	-6.004751e-02	0	3.021646e+02	-1.711644e+01	5.018932e-01	0	2.091778e+02	2.107679e+02	3.232519e-01	0	1.679625e+02	8.022808e+01	6.193564e-01	0	9.696661e+01	1.577772e+02	0	0	-2.329636e-01	1.326694e+01	-1.641828e-01	0	4.434188e+02	-6.253461e+01	4.783588e-01	0	2.095855e+02	1.921955e+02	3.717418e-01	0	1.727092e+02	1.021924e+02	5.119680e-01	0	1.713017e+02	1.797033e+02	0	0	1.229858e+01	-2.582708e+01	1.915666e-01	0	3.539264e+02	8.386651e+01	-5.501235e-02	0	5.594981e+02	-2.917435e+01	2.134653e-01	0	2.196855e+02	5.962260e+01	
2.240000e+01	4.694523e-01	0	1.874442e+02	1.658590e+02	5.893731e-01	0	8.876917e+01	1.274105e+02	2.622263e-01	0	2.619492e+02	9.310435e+01	3.734480e-01	0	2.618326e+02	1.560618e+02	1.193533e-01	0	3.645748e+02	4.941053e+01	0	0	-1.448263e+01	4.006096e+01	5.467696e-01	0	1.226558e+02	1.479699e+02	2.441580e-01	0	1.822025e+02	5.885647e+01	3.427212e-01	0	3.120365e+02	1.627034e+02	4.276486e-01	0	2.642157e+02	1.974163e+02	0	0	1.781693e+01	1.503763e+00	5.572684e-01	0	9.933994e+01	1.250397e+02	-9.032876e-03	0	2.860852e+02	-2.561039e+00	3.979937e-02	0	2.286352e+02	9.476704e+00	3.083771e-01	0	3.557465e+02	1.586184e+02	2.386248e-01	0	1.968841e+02	6.170602e+01	4.042686e-01	0	1.714764e+02	1.163654e+02	0	0	1.692390e+01	8.842918e+00	-1.877138e-01	0	3.478305e+02	-5.497333e+01	5.232782e-01	0	1.929189e+02	2.117592e+02	3.923563e-01	0	1.830033e+02	1.181655e+02	6.640189e-01	0	1.119880e+02	2.213283e+02	0	0	2.700447e+01	-2.457708e+01	2.164388e-01	0	3.622598e+02	1.000650e+02	-9.263021e-02	0	5.310668e+02	-4.502239e+01	1.386433e-01	0	2.809600e+02	4.522309e+01	
2.245000e+01	3.875889e-01	0	2.237187e+02	1.415894e+02	5.928009e-01	0	8.729858e+01	1.270894e+02	2.602401e-01	0	3.070472e+02	1.080161e+02	3.574080e-01	0	1.838915e+02	1.022800e+02	3.930226e-02	0	3.248690e+02	1.329043e+01	0	0	2.865462e+01	-1.146845e+01	5.976436e-01	0	1.162832e+02	1.727224e+02	3.226351e-01	0	2.145554e+02	1.021947e+02	3.907080e-01	0	2.904679e+02	1.862623e+02	3.996857e-01	0	2.063725e+02	1.374016e+02	0	0	-3.414386e+01	-2.879526e+01	5.059327e-01	0	1.189478e+02	1.218044e+02	1.973058e-01	0	2.620656e+02	6.441692e+01	4.747067e-02	0	2.497137e+02	1.244484e+01	1.934251e-01	0	4.062367e+02	9.741985e+01	3.535436e-01	0	2.081586e+02	1.138408e+02	7.839701e-01	0	7.588818e+01	2.753973e+02	0	0	1.986508e+01	-7.181591e+00	-1.187884e-01	0	3.586148e+02	-3.807627e+01	5.601160e-01	0	1.649777e+02	2.100705e+02	4.530752e-01	0	1.501602e+02	1.243934e+02	5.538130e-01	0	1.394389e+02	1.730734e+02	0	0	-5.348477e+00	6.594491e+00	2.518553e-01	0	3.181421e+02	1.070993e+02	-7.019025e-02	0	5.232236e+02	-3.431651e+01	2.822332e-01	0	2.142933e+02	8.426231e+01	
2.250000e+01	4.104264e-01	0	2.207775e+02	1.536923e+02	6.126070e-01	0	1.088672e+02	1.721580e+02	1.892132e-01	0	2.693021e+02	6.284699e+01	4.473608e-01	0	2.554601e+02	2.067947e+02	2.368402e-01	0	3.449670e+02	1.070576e+02	0	0	5.125214e+00	7.904096e+00	5.503224e-01	0	9.030286e+01	1.105140e+02	3.681329e-01	0	1.586731e+02	9.244470e+01	4.710584e-01	0	2.257620e+02	2.010564e+02	2.408893e-01	0	3.352941e+02	1.063992e+02	0	0	1.193458e+01	2.180233e+00	4.293768e-01	0	1.748301e+02	1.315544e+02	1.950660e-01	0	2.522617e+02	6.113259e+01	-4.292980e-02	0	2.786353e+02	-1.146938e+01	1.424138e-02	0	3.939818e+02	5.691906e+00	2.010224e-01	0	2.434527e+02	6.125259e+01	7.077830e-01	0	1.067705e+02	2.586105e+02	0	0	8.100370e+00	-2.886787e+01	-5.423139e-02	0	2.811638e+02	-1.446353e+01	5.005769e-01	0	1.992914e+02	1.997518e+02	5.110382e-01	0	1.673170e+02	1.748713e+02	6.141574e-01	0	1.389488e+02	2.211690e+02	0	0	-1.515240e+01	-1.825845e+01	3.169642e-01	0	2.828480e+02	1.312562e+02	6.376103e-03	0	4.349883e+02	2.791328e+00	2.125673e-01	0	2.701757e+02	7.293387e+01	
2.255000e+01	4.324412e-01	0	1.874442e+02	1.428198e+02	4.860333e-01	0	1.265143e+02	1.196384e+02	2.624852e-01	0	2.325374e+02	8.276121e+01	3.490530e-01	0	2.211464e+02	1.185839e+02	1.553969e-01	0	3.841827e+02	7.068504e+01	0	0	4.630169e+01	-1.104689e+01	5.467696e-01	0	1.226558e+02	1.479699e+02	5.135328e-01	0	1.238691e+02	1.307609e+02	4.745998e-01	0	3.095855e+02	2.796520e+02	3.441795e-01	0	2.181373e+02	1.144800e+02	0	0	-1.796739e+01	-1.006732e+01	4.457043e-01	0	1.591438e+02	1.279662e+02	1.610875e-01	0	2.169676e+02	4.166200e+01	6.032967e-02	0	2.242234e+02	1.439582e+01	9.649389e-02	0	3.979033e+02	4.249583e+01	2.725835e-01	0	1.552174e+02	5.816435e+01	6.222538e-01	0	1.773588e+02	2.921595e+02	0	0	2.427684e+01	1.240909e+01	-3.606084e-02	0	3.267521e+02	-1.137284e+01	5.624920e-01	0	1.978208e+02	2.543327e+02	4.462607e-01	0	1.570229e+02	1.265453e+02	5.609941e-01	0	1.413997e+02	1.806911e+02	0	0	5.435837e+00	2.251116e+01	2.530650e-01	0	2.852990e+02	9.666061e+01	-1.030197e-01	0	5.614589e+02	-5.243906e+01	1.728595e-01	0	2.211561e+02	4.621819e+01	
2.260000e+01	3.092792e-01	0	2.041109e+02	9.139330e+01	3.365247e-01	0	1.211221e+02	6.143497e+01	1.975753e-01	0	2.447923e+02	6.027346e+01	4.638181e-01	0	2.049699e+02	1.773069e+02	1.167695e-01	0	3.258493e+02	4.307965e+01	0	0	6.105606e+00	2.249723e+01	6.452922e-01	0	8.049894e+01	1.464454e+02	1.380231e-01	0	1.831829e+02	2.933195e+01	4.592583e-01	0	2.394875e+02	2.033995e+02	3.843706e-01	0	2.318627e+02	1.447644e+02	0	0	-1.306542e+01	-2.297708e+00	4.054326e-01	0	1.478693e+02	1.008314e+02	2.773413e-01	0	1.669676e+02	6.407867e+01	1.232029e-01	0	2.992235e+02	4.204532e+01	1.664061e-01	0	3.895700e+02	7.776789e+01	4.120914e-01	0	1.400213e+02	9.814720e+01	7.046140e-01	0	1.028490e+02	2.453360e+02	0	0	-5.625121e+00	1.388704e+01	-6.075862e-02	0	3.095952e+02	-1.773314e+01	6.436046e-01	0	1.478208e+02	2.669455e+02	3.621272e-01	0	1.967288e+02	1.116851e+02	5.958573e-01	0	1.266938e+02	1.867940e+02	0	0	-3.574063e+01	-2.165313e+00	2.163161e-01	0	2.558872e+02	7.063121e+01	-1.122215e-01	0	5.472432e+02	-5.521602e+01	2.967709e-01	0	1.799796e+02	7.595348e+01	
2.265000e+01	4.120078e-01	0	2.315618e+02	1.622560e+02	4.490903e-01	0	1.358280e+02	1.107242e+02	2.585131e-01	0	2.467531e+02	8.602837e+01	3.663172e-01	0	1.985974e+02	1.148045e+02	9.379936e-02	0	3.596729e+02	3.722916e+01	0	0	6.105606e+00	-8.875317e+00	6.545162e-01	0	6.187148e+01	1.172150e+02	2.906219e-01	0	1.978887e+02	8.107216e+01	6.698883e-01	0	1.733110e+02	3.516961e+02	3.286968e-01	0	2.867647e+02	1.404114e+02	0	0	-3.659484e+01	9.721900e+00	5.246288e-01	0	1.316929e+02	1.453387e+02	1.501467e-01	0	2.586342e+02	4.569387e+01	-1.351252e-01	0	2.462823e+02	-2.931742e+01	6.728536e-02	0	3.851583e+02	2.778504e+01	5.295565e-01	0	1.434527e+02	1.614781e+02	7.132787e-01	0	9.108426e+01	2.265909e+02	0	0	-2.376237e+01	7.767416e-01	-5.108969e-02	0	3.282227e+02	-1.595372e+01	4.981679e-01	0	2.125267e+02	2.109749e+02	3.704694e-01	0	2.055523e+02	1.209645e+02	5.259798e-01	0	1.600272e+02	1.775685e+02	0	0	-1.917104e+00	3.258707e+00	3.528693e-01	0	2.985343e+02	1.627856e+02	-4.204589e-02	0	5.761648e+02	-2.324788e+01	1.863662e-01	0	2.339012e+02	5.357603e+01	
2.270000e+01	3.674510e-01	0	1.967579e+02	1.142977e+02	2.782520e-01	0	1.848476e+02	7.126340e+01	1.523554e-01	0	2.634197e+02	4.734699e+01	4.121679e-01	0	2.329111e+02	1.633094e+02	7.948531e-02	0	3.562415e+02	3.076102e+01	0	0	3.894875e+01	-2.848357e+00	6.542331e-01	0	8.245972e+01	1.560238e+02	4.054366e-01	0	1.493593e+02	1.018491e+02	4.799719e-01	0	2.654679e+02	2.450196e+02	4.147495e-01	0	2.343137e+02	1.660511e+02	0	0	-2.777131e+01	-1.096728e+00	3.956226e-01	0	1.537517e+02	1.006451e+02	3.502411e-01	0	1.753009e+02	9.449289e+01	-1.108662e-01	0	2.570666e+02	-2.565565e+01	1.826703e-01	0	3.606484e+02	8.060367e+01	4.071183e-01	0	1.620802e+02	1.112967e+02	7.396590e-01	0	1.097117e+02	3.117037e+02	0	0	-1.052708e+01	4.646840e+00	-3.538039e-02	0	3.605756e+02	-1.232137e+01	5.612463e-01	0	1.625267e+02	2.079014e+02	1.755583e-01	0	3.138856e+02	6.683947e+01	4.301569e-01	0	2.021841e+02	1.526225e+02	0	0	8.867210e+00	-4.307953e+01	2.155163e-01	0	3.284362e+02	9.022925e+01	-1.131514e-01	0	5.045962e+02	-5.129200e+01	3.154104e-01	0	2.368423e+02	1.091202e+02	
2.275000e+01	3.877852e-01	0	2.202873e+02	1.395330e+02	2.863586e-01	0	1.868084e+02	7.495948e+01	9.100133e-02	0	3.085178e+02	3.088621e+01	3.784197e-01	0	2.490875e+02	1.516452e+02	1.912778e-01	0	3.616337e+02	8.553308e+01	0	0	-5.320812e+01	-1.921110e+01	5.008618e-01	0	1.300087e+02	1.304577e+02	3.873183e-01	0	2.091633e+02	1.322265e+02	4.866769e-01	0	2.840953e+02	2.693481e+02	3.130655e-01	0	3.063725e+02	1.396271e+02	0	0	1.879732e+01	-8.903101e+00	4.079710e-01	0	1.508105e+02	1.039245e+02	5.711646e-01	0	1.341245e+02	1.786400e+02	-1.803065e-02	0	3.021646e+02	-5.351730e+00	3.666611e-02	0	4.292759e+02	1.633896e+01	3.469073e-01	0	1.601194e+02	8.505161e+01	7.371889e-01	0	1.092215e+02	3.063679e+02	0	0	1.055135e+01	4.183605e+00	-6.729327e-03	0	4.184188e+02	-2.796856e+00	4.183774e-01	0	2.228208e+02	1.602813e+02	5.259656e-01	0	1.477092e+02	1.638909e+02	7.261211e-01	0	9.139973e+01	2.423234e+02	0	0	-7.309261e+00	2.691802e+01	2.567812e-01	0	3.088284e+02	1.066998e+02	-5.226468e-02	0	4.707727e+02	-2.338270e+01	2.169967e-01	0	2.427247e+02	6.726721e+01	
2.280000e+01	4.284379e-01	0	2.065618e+02	1.548369e+02	2.984275e-01	0	1.784751e+02	7.591782e+01	2.153949e-01	0	2.697923e+02	7.406512e+01	3.853576e-01	0	2.172248e+02	1.361917e+02	2.182605e-01	0	3.013395e+02	8.413357e+01	0	0	-4.389439e+01	7.658997e+00	6.669100e-01	0	6.775384e+01	1.356562e+02	3.112290e-01	0	2.160260e+02	9.761382e+01	4.538341e-01	0	2.850757e+02	2.368824e+02	3.517819e-01	0	3.068627e+02	1.665315e+02	0	0	2.909144e+01	3.010916e+01	4.161379e-01	0	1.743399e+02	1.242578e+02	4.450334e-01	0	1.576539e+02	1.264243e+02	-1.148327e-02	0	2.457921e+02	-2.790453e+00	2.511211e-01	0	3.189818e+02	1.069640e+02	3.128963e-01	0	2.071782e+02	9.434573e+01	6.365646e-01	0	1.175548e+02	2.058997e+02	0	0	1.741409e+01	-3.091934e+01	-3.884634e-02	0	3.502815e+02	-1.309833e+01	4.859051e-01	0	1.767424e+02	1.670509e+02	3.977005e-01	0	1.403562e+02	9.267770e+01	7.252597e-01	0	1.051252e+02	2.775097e+02	0	0	-4.368084e+00	3.540570e+00	3.488327e-01	0	2.524558e+02	1.352415e+02	4.368271e-02	0	4.354786e+02	1.989181e+01	1.981651e-01	0	1.721365e+02	4.254172e+01	
2.285000e+01	4.710326e-01	0	1.737187e+02	1.546923e+02	4.859456e-01	0	1.353378e+02	1.279374e+02	2.956824e-01	0	1.717531e+02	7.210435e+01	3.622724e-01	0	2.201660e+02	1.250692e+02	1.943741e-02	0	4.483984e+02	8.888470e+00	0	0	-3.311008e+01	1.083057e+01	4.970294e-01	0	1.682440e+02	1.662567e+02	4.713489e-01	0	1.572025e+02	1.401628e+02	4.019755e-01	0	3.257620e+02	2.189682e+02	3.355031e-01	0	2.196078e+02	1.108795e+02	0	0	1.046399e+01	-9.415356e+00	3.959475e-01	0	1.949282e+02	1.277725e+02	5.557602e-01	0	1.409872e+02	1.763801e+02	-9.760404e-02	0	2.438313e+02	-2.168261e+01	2.458179e-01	0	3.346680e+02	1.090816e+02	4.053612e-01	0	1.846292e+02	1.258604e+02	5.458601e-01	0	1.837313e+02	2.208385e+02	0	0	2.218017e+00	-8.583552e+00	-8.042507e-02	0	3.076345e+02	-2.289980e+01	4.661547e-01	0	2.620365e+02	2.288107e+02	3.993949e-01	0	1.879053e+02	1.249547e+02	5.791543e-01	0	1.610076e+02	2.215734e+02	0	0	-3.476024e+01	2.223175e+01	3.659108e-01	0	2.402009e+02	1.386116e+02	-1.357081e-01	0	5.737138e+02	-6.855426e+01	9.630534e-02	0	3.167443e+02	3.375495e+01	
2.290000e+01	3.808632e-01	0	2.090128e+02	1.285747e+02	5.414298e-01	0	1.221025e+02	1.441653e+02	1.369126e-01	0	3.016550e+02	4.785189e+01	2.637422e-01	0	2.887934e+02	1.034515e+02	1.814041e-01	0	3.121238e+02	6.916788e+01	0	0	-4.683557e+01	1.134488e+00	5.489012e-01	0	1.040284e+02	1.265827e+02	4.052735e-01	0	1.851437e+02	1.261653e+02	3.086707e-01	0	3.056639e+02	1.364755e+02	3.009865e-01	0	2.872549e+02	1.236884e+02	0	0	1.683654e+01	1.338121e+01	5.319957e-01	0	1.611046e+02	1.831328e+02	4.398141e-01	0	1.556931e+02	1.222380e+02	-2.156334e-02	0	3.026548e+02	-6.388493e+00	1.404992e-01	0	3.204523e+02	5.238308e+01	4.886355e-01	0	1.071782e+02	1.024144e+02	5.133278e-01	0	1.842215e+02	1.943115e+02	0	0	3.198409e+00	2.659782e+01	-2.411158e-03	0	2.762619e+02	-6.645088e-01	5.833318e-01	0	1.443894e+02	2.021440e+02	4.069884e-01	0	1.981994e+02	1.360257e+02	6.667307e-01	0	1.266938e+02	2.534607e+02	0	0	1.720054e+01	-5.802567e+00	2.296150e-01	0	3.348088e+02	9.979053e+01	-2.032434e-02	0	4.678315e+02	-9.318966e+00	2.394277e-01	0	2.682149e+02	8.443388e+01	
2.295000e+01	5.110555e-01	0	1.742089e+02	1.820869e+02	4.480735e-01	0	1.162201e+02	9.435163e+01	1.342825e-01	0	3.727335e+02	5.781513e+01	4.435490e-01	0	1.971268e+02	1.571304e+02	7.736305e-02	0	4.346729e+02	3.644730e+01	0	0	-5.173753e+01	9.051153e+00	5.207005e-01	0	1.324597e+02	1.439013e+02	2.643905e-01	0	1.826927e+02	6.566283e+01	4.606537e-01	0	2.924286e+02	2.497623e+02	2.709729e-01	0	2.867647e+02	1.065879e+02	0	0	-8.105230e-01	-4.096192e+01	4.702829e-01	0	1.282615e+02	1.138706e+02	4.839357e-01	0	1.512813e+02	1.418630e+02	-7.859657e-03	0	2.742235e+02	-2.138494e+00	1.103427e-01	0	4.307465e+02	5.342475e+01	5.003606e-01	0	1.449233e+02	1.451325e+02	6.369709e-01	0	1.278490e+02	2.243238e+02	0	0	3.898272e+01	1.954145e+01	1.051861e-02	0	2.983207e+02	3.171276e+00	5.955041e-01	0	1.625267e+02	2.392739e+02	3.712640e-01	0	2.285915e+02	1.349816e+02	5.196226e-01	0	1.727723e+02	1.868871e+02	0	0	1.082799e+01	-8.991292e+00	3.857879e-01	0	2.230441e+02	1.400944e+02	-1.258475e-01	0	5.697922e+02	-6.369151e+01	2.077775e-01	0	2.392933e+02	6.275986e+01	
23	4.320097e-01	0	1.972481e+02	1.500257e+02	4.591326e-01	0	1.132790e+02	9.616046e+01	2.167270e-01	0	2.457727e+02	6.800386e+01	2.851163e-01	0	2.383033e+02	9.504222e+01	2.639286e-01	0	2.974180e+02	1.066434e+02	0	0	-4.193361e+01	-4.599786e+01	5.865163e-01	0	1.143225e+02	1.621635e+02	4.724679e-01	0	1.439672e+02	1.289398e+02	8.074822e-01	0	8.066394e+01	3.383309e+02	3.379393e-01	0	2.411765e+02	1.231050e+02	0	0	-1.649680e+01	2.015572e+01	4.735422e-01	0	1.263007e+02	1.136059e+02	5.120084e-01	0	1.650068e+02	1.731277e+02	5.481992e-03	0	2.683411e+02	1.479153e+00	1.508236e-01	0	3.434916e+02	6.100808e+01	5.696055e-01	0	1.066880e+02	1.411962e+02	6.644602e-01	0	1.131431e+02	2.240542e+02	0	0	2.572327e-01	-6.397278e+00	1.179197e-02	0	2.875364e+02	3.431080e+00	4.260387e-01	0	2.105659e+02	1.562984e+02	3.106635e-01	0	2.599641e+02	1.171581e+02	7.346506e-01	0	9.090954e+01	2.516935e+02	0	0	-2.593671e+01	-2.044963e+01	4.642187e-01	0	2.083382e+02	1.805111e+02	1.731868e-02	0	5.349883e+02	9.428581e+00	2.200911e-01	0	2.618423e+02	7.389220e+01	
2.305000e+01	4.006042e-01	0	2.761697e+02	1.845771e+02	6.358688e-01	0	6.867113e+01	1.199178e+02	1.161249e-01	0	3.668511e+02	4.819748e+01	2.821124e-01	0	2.902640e+02	1.140667e+02	9.019911e-02	0	3.944768e+02	3.910906e+01	0	0	-2.428655e+01	8.835467e+00	5.473301e-01	0	1.412832e+02	1.708278e+02	4.041796e-01	0	1.728887e+02	1.172805e+02	7.457027e-01	0	1.081149e+02	3.170368e+02	3.135047e-01	0	2.852941e+02	1.302864e+02	0	0	3.154242e+01	-2.458447e+01	6.367708e-01	0	1.037517e+02	1.818853e+02	4.127979e-01	0	1.689284e+02	1.187551e+02	1.109775e-01	0	2.595176e+02	3.239582e+01	8.700756e-02	0	3.567269e+02	3.399583e+01	3.944914e-01	0	1.733547e+02	1.129413e+02	7.451013e-01	0	6.657446e+01	1.946056e+02	0	0	-3.013492e+01	1.915664e+01	4.466734e-02	0	2.801835e+02	1.310020e+01	4.147608e-01	0	2.399777e+02	1.700729e+02	2.234800e-01	0	2.908464e+02	8.370466e+01	6.743203e-01	0	1.291448e+02	2.673945e+02	0	0	-2.250534e+01	-2.035404e+01	3.511362e-01	0	2.279460e+02	1.233542e+02	-2.470526e-02	0	4.947922e+02	-1.192926e+01	3.438644e-01	0	1.765482e+02	9.252456e+01	
2.310000e+01	4.898639e-01	0	1.624442e+02	1.559889e+02	4.041597e-01	0	1.265143e+02	8.581487e+01	2.871630e-01	0	2.114590e+02	8.518523e+01	2.999726e-01	0	2.784993e+02	1.193412e+02	1.274285e-01	0	3.949670e+02	5.768014e+01	0	0	-1.644341e+01	-3.128218e+01	5.211840e-01	0	8.049894e+01	8.762186e+01	3.551037e-01	0	1.508299e+02	8.305254e+01	4.726756e-01	0	2.831149e+02	2.537746e+02	2.638810e-01	0	3.009804e+02	1.078943e+02	0	0	6.542417e+00	1.848660e+01	5.108925e-01	0	1.405164e+02	1.467750e+02	4.131506e-01	0	1.753009e+02	1.234145e+02	-1.351045e-01	0	2.472627e+02	-2.943016e+01	2.776488e-02	0	3.552563e+02	1.014533e+01	4.699518e-01	0	1.287468e+02	1.141497e+02	6.018044e-01	0	1.548097e+02	2.339684e+02	0	0	3.688604e+00	3.242380e+01	-5.164619e-02	0	3.679286e+02	-1.806892e+01	4.470891e-01	0	2.522326e+02	2.039577e+02	4.228300e-01	0	1.908464e+02	1.398125e+02	7.373560e-01	0	6.688993e+01	1.877891e+02	0	0	-2.642691e+01	1.637146e+01	2.886490e-01	0	2.740245e+02	1.111925e+02	-1.052366e-01	0	4.644001e+02	-4.421848e+01	3.952383e-01	0	1.863521e+02	1.217893e+02	
2.315000e+01	5.309685e-01	0	1.506795e+02	1.705771e+02	4.358095e-01	0	1.147495e+02	8.863840e+01	2.305386e-01	0	2.830276e+02	8.479797e+01	3.295015e-01	0	2.981071e+02	1.464981e+02	1.135070e-01	0	3.596729e+02	4.605269e+01	0	0	-2.428655e+01	-1.665473e+01	6.478974e-01	0	1.069695e+02	1.968327e+02	4.384989e-01	0	2.067123e+02	1.614300e+02	3.751590e-01	0	3.159581e+02	1.897034e+02	2.772823e-01	0	2.887255e+02	1.107742e+02	0	0	1.634634e+01	-3.460163e+01	4.384286e-01	0	1.375752e+02	1.074074e+02	4.819698e-01	0	1.757911e+02	1.635542e+02	-8.097573e-02	0	1.830470e+02	-1.371202e+01	1.195972e-01	0	3.537857e+02	4.805955e+01	4.558151e-01	0	1.610998e+02	1.349389e+02	7.939921e-01	0	8.961367e+01	3.453875e+02	0	0	1.986508e+01	1.242625e+01	-1.120964e-01	0	3.953795e+02	-3.985323e+01	5.203716e-01	0	1.659581e+02	1.800558e+02	4.526760e-01	0	1.805523e+02	1.493297e+02	7.317941e-01	0	8.012523e+01	2.186200e+02	0	0	-1.123083e+01	-6.454527e+00	3.220756e-01	0	2.318676e+02	1.101582e+02	-5.716810e-02	0	4.565570e+02	-2.468907e+01	2.494185e-01	0	2.456659e+02	8.163486e+01	
2.320000e+01	4.483698e-01	0	2.041109e+02	1.659031e+02	5.110018e-01	0	1.368084e+02	1.429644e+02	1.666392e-01	0	3.398903e+02	6.796464e+01	3.678957e-01	0	2.966366e+02	1.726476e+02	1.562370e-01	0	3.140846e+02	5.815808e+01	0	0	-6.546302e+01	-7.017474e+00	5.190438e-01	0	1.373617e+02	1.482395e+02	4.521402e-01	0	1.385750e+02	1.143638e+02	3.607301e-01	0	3.139973e+02	1.771838e+02	4.568067e-01	0	1.367647e+02	1.150144e+02	0	0	8.013005e+00	1.488611e+01	5.360323e-01	0	1.463987e+02	1.691377e+02	3.631556e-01	0	2.238303e+02	1.276375e+02	-5.109238e-02	0	3.394196e+02	-1.649879e+01	8.445378e-02	0	3.312367e+02	3.055465e+01	4.459406e-01	0	1.503155e+02	1.209830e+02	6.208974e-01	0	1.646137e+02	2.696057e+02	0	0	1.888468e+01	-2.422571e+01	-2.836525e-02	0	3.390070e+02	-9.350782e+00	4.523782e-01	0	1.938992e+02	1.601759e+02	3.189119e-01	0	1.756504e+02	8.224633e+01	6.338640e-01	0	1.247331e+02	2.159411e+02	0	0	3.475053e+00	3.619002e+00	5.120552e-01	0	1.941225e+02	2.037145e+02	-1.182464e-01	0	4.099883e+02	-4.335328e+01	1.970485e-01	0	2.314502e+02	5.679907e+01	
